Company,Board of Directors or Executive Management,Position,Approximate Categorization,Special Area,Name,Nationality,Year of Birth,Educational Background,Gender,Remarks
Troax Group,Executive Management,Managing Director & Regional Manager for Nordic Region,Business Unit Head,Other: Business Unit Head,Jonas Rydqvist,Sweden (predicted),1972,Business,Male,
Troax Group,Executive Management,Supply Chain Manager,Support Function,Other: Supply Chain,Christian Hellman,Sweden (predicted),1976,"Engineering, Business",Male,
Troax Group,Executive Management,Chief Financial Officer (CFO),Support Function,Finance,Anders Eklöf,Sweden (predicted),1970,Business,Male,
Troax Group,Executive Management,CEO & Regional Director for UK/Ireland,Business Unit Head,"CEO, Other: Business Unit Head",Edward Finch,UK (predicted),1980,Business,Male,
Truecaller AB,Board of Directors,Chairman,Chair,Chair,Nami Zarringhalam,Sweden (predicted),1984,Engineering,Male,
Truecaller AB,Board of Directors,Director of the Board of Directors,Board Member,Board Member,Alan Mamedi,Sweden (predicted),1984,Engineering,Male,
Truecaller AB,Board of Directors,Director of the Board of Directors,Board Member,Board Member,Annika Poutiainen,Finland (predicted),1970,Law,Female,
Truecaller AB,Board of Directors,Director of the Board of Directors,Board Member,Board Member,Helena Svancar,Sweden (predicted),1975,Business,Female,
Truecaller AB,Board of Directors,Director of the Board of Directors,Board Member,Board Member,Shailesh Lakhani,India (predicted),1978,"Engineering, Business",Male,
Truecaller AB,Executive Management,Chief Executive Officer and Co-Founder,CEO,CEO,Alan Mamedi,Sweden (predicted),1984,Engineering,Male,
Truecaller AB,Executive Management,Chief Financial Officer,Support Function,Finance,Odd Bolin,Sweden (predicted),1963,"Engineering, Business",Male,
Truecaller AB,Executive Management,Chief Legal Officer,Support Function,Legal Affairs,Ola Espelund,Sweden (predicted),1982,Law,Male,
Truecaller AB,Executive Management,Chief Product Officer and Managing Director India,Business Unit Head,Other: Product Management,Rishit Jhunjhunwala,India (predicted),1977,Business,Male,
Truecaller AB,Executive Management,Chief Operating Officer,Support Function,Other: Operations,Fredrik Kjell,Sweden (predicted),1981,"Business, Engineering",Male,
Truecaller AB,Executive Management,Chief Strategy Officer and Co-Founder,Support Function,Other: Strategy,Nami Zarringhalam,Sweden (predicted),1984,Engineering,Male,
Truecaller AB,Executive Management,Chief Human Resources Officer,Support Function,Human Resources,Fatima Antonssson,Sweden (predicted),1967,Humanities,Female,
Truecaller AB,Executive Management,Chief Business Officer,Support Function,Sales,Ben Zhang,China (predicted),1983,"Business, Engineering",Male,
Vitec,Board of Directors,Chairman of the Board of Directors,Chair,Chair,Lars Stenlund,Sweden (predicted),1958,Sciences,Male,
Vitec,Board of Directors,Board Member,Board Member,Board Member,Jan Friedman,Sweden (predicted),1952,Business,Male,
Vitec,Board of Directors,Board Member,Board Member,Board Member,Birgitta Johansson-Hedberg,Sweden (predicted),1947,Humanities,Female,
Vitec,Board of Directors,Board Member,Board Member,Board Member,Malin Ruijsenaars,Sweden (predicted),1971,Humanities,Female,
Vitec,Board of Directors,Board Member,Board Member,Board Member,Kaj Sandart,Sweden (predicted),1953,Engineering,Male,
Vitec,Board of Directors,Board Member,Board Member,Board Member,Anna Valtonen,Finland (predicted),1974,"Arts, Engineering",Female,
Vitec,Executive Management,CEO,CEO,CEO,Olle Backman,Sweden (predicted),N/A,N/A,Male,
Vitec,Executive Management,Head of M&A,Support Function,Other: M&A,Aleš Zobec,Sweden (predicted),N/A,"Engineering, Business",Male,
Vitec,Executive Management,Head of HR,Support Function,Human Resources,Anna Andersson,Sweden (predicted),N/A,Humanities,Female,
Vitec,Executive Management,Head of Brand,Support Function,Comms and Marketing,Anna-Karin Nilsson,Sweden (predicted),N/A,Humanities,Female,
Vitec,Executive Management,COO,Support Function,Other: Operations,Gert Gustafsson,Sweden (predicted),N/A,"Engineering, Business",Male,
Vitec,Executive Management,CIO/CTO,Support Function,Innovation,Jerker Vallbo,Sweden (predicted),N/A,Engineering,Male,
Vitec,Executive Management,Vice President Operations,Business Unit Head,Other: Operations,Kerstin Anderson,Sweden (predicted),N/A,Business,Female,
Vitec,Executive Management,Vice President Operations,Business Unit Head,Finance,Kim Møller Jensen,Denmark (predicted),N/A,Business,Male,
Vitec,Executive Management,Vice President Operations,Business Unit Head,Other: Operations,Magnus Persson,Sweden (predicted),N/A,Business,Male,
Vitec,Executive Management,Investor Relations,Support Function,Finance,Patrik Fransson,Sweden (predicted),N/A,"Engineering, Business",Male,
Vitec,Executive Management,CFO,Support Function,Finance,Peter Lidström,Sweden (predicted),N/A,N/A,Male,
Vitec,Executive Management,Vice President Operations,Business Unit Head,Other: Operations,Pia Kantola,Finland (predicted),N/A,Business,Female,
Vitec,Executive Management,Vice President Operations,Business Unit Head,Other: Operations,Pien Oosterman,Netherlands (predicted),N/A,Business,Female,
Vitec,Executive Management,Vice President Operations,Business Unit Head,Other: Operations,Svein Roger Westengen,Norway (predicted),N/A,"Engineering, Business",Male,
Vitrolife AB,Board of Directors,Chairman of the Board of Directors,Chair,Chair,Jón Sigurdsson,Iceland (predicted),1956,"Engineering, Business",Male,
Vitrolife AB,Board of Directors,Board Member,Board Member,Board Member,Henrik Blomquist,Sweden (predicted),1971,Business,Male,
Vitrolife AB,Board of Directors,Board Member,Board Member,Board Member,Lars Holmqvist,Sweden (predicted),1959,Business,Male,
Vitrolife AB,Board of Directors,Board Member,Board Member,Board Member,Pia Marions,Sweden (predicted),1963,Business,Female,
Vitrolife AB,Board of Directors,Board Member,Board Member,Board Member,Karen Lykke Sørensen,Denmark (predicted),1962,"Sciences, Business",Female,
Vitrolife AB,Executive Management,CEO & President,CEO,CEO,Bronwyn Brophy,Ireland (predicted),1974,"Business, Humanities",Female,
Vitrolife AB,Executive Management,Senior VP Technologies,Support Function,Other: Technology,Claus Bisgaard,Denmark (predicted),1977,Engineering,Male,
Vitrolife AB,Executive Management,Senior VP Genetics,Business Unit Head,Other: Genetics,Ricardo Capella,Spain (predicted),1968,Business,Male,
Vitrolife AB,Executive Management,Senior VP Consumables,Business Unit Head,Other: Consumables,Rickard Ericsson,Sweden (predicted),1971,Engineering,Male,
Vitrolife AB,Executive Management,Senior VP Sales & Marketing,Support Function,Sales,Olivia Natens,Belgium (predicted),1970,"Engineering, Sciences",Female,
Vitrolife AB,Executive Management,CFO,Support Function,Finance,Patrik Tolf,Sweden (predicted),1970,Business,Male,
Vitrolife AB,Executive Management,Chief HR Officer,Support Function,Human Resources,Jessica Jonasson,Sweden (predicted),1971,"Human Resources, Law",Female,
Vitrolife AB,Executive Management,"SVP/General Manager, North America",Business Unit Head,Country Head,Erin Schardt,USA (predicted),1978,Business,Female,
Volvo Car AB,Board of Directors,Chairperson,Chair,Chair,Eric Li (Li Shufu),China,1963,"Business, Engineering",Male,
Volvo Car AB,Board of Directors,Vice Chairperson,Vice Chair,Vice Chair,Lone Fønss Schrøder,Denmark,1960,"Law, Business",Female,
Volvo Car AB,Board of Directors,"Board Member, President and CEO",Board Member,CEO,Jim Rowan,UK (predicted),1965,"Engineering, Business",Male,
Volvo Car AB,Board of Directors,Board Member,Board Member,Board Member,Jonas Samuelson,Sweden,1968,"Business, Law",Male,
Volvo Car AB,Board of Directors,Board Member,Board Member,Board Member,Anna Mossberg,Sweden (predicted),1972,"Business, Engineering",Female,
Volvo Car AB,Board of Directors,Board Member,Board Member,Board Member,Lila Tretikov,USA (predicted),1978,Engineering,Female,
Volvo Car AB,Board of Directors,Board Member,Board Member,Board Member,Daniel Li (Li Donghui),China,1970,"Business, Humanities, Engineering",Male,
Volvo Car AB,Board of Directors,Board Member,Board Member,Board Member,Diarmuid O’Connell,USA,1963,"Humanities, Business",Male,
Volvo Car AB,Board of Directors,Board Member,Board Member,Board Member,Ruby Lu,China,1971,"Business, Humanities",Female,
Volvo Car AB,Executive Management,President and CEO,CEO,CEO,Jim Rowan,UK (predicted),1965,"Engineering, Business",Male,
Volvo Car AB,Executive Management,General Counsel and Chief Legal Officer,Support Function,Legal Affairs,Helen Hu,USA (predicted),1976,Law,Female,
Volvo Car AB,Executive Management,Chief Commercial Officer and Deputy CEO,Support Function,Sales,Björn Annwall,Sweden (predicted),1975,Business,Male,
Volvo Car AB,Executive Management,Chief Financial Officer,Support Function,Finance,Johan Ekdahl,Sweden (predicted),1975,Business,Male,
Volvo Car AB,Executive Management,Chief People Officer,Support Function,Human Resources,Hanna Fager,Sweden (predicted),1976,"Business, Human Resources",Female,
Volvo Car AB,Executive Management,Chief Operating Officer and Deputy CEO,Business Unit Head,Operations,Javier Varela,Spain (predicted),1964,Engineering,Male,
Volvo Car AB,Executive Management,Chief Communications Officer,Support Function,Comms and Marketing,Olivia Ross-Wilson,Australia (predicted),1977,Business,Female,
Volvo Group,Board of Directors,"Chairman of the Board of Directors, Chairman of the Remuneration Committee, Member of the Audit Committee, Member of the Transformation Committee",Chair,Chair,Pär Boman,Sweden (predicted),1961,"Engineering, Business",Male,
Volvo Group,Board of Directors,Member of the Board of Directors,Board Member,Board Member,Matti Alahuhta,Finland (predicted),1952,"Sciences, Engineering, Business",Male,
Volvo Group,Board of Directors,Member of the Board of Directors,Board Member,Board Member,Bo Annvik,Sweden (predicted),1965,Business,Male,
Volvo Group,Board of Directors,Member of the Board of Directors,Board Member,Board Member,Jan Carlson,Sweden (predicted),1960,"Engineering, Sciences",Male,
Volvo Group,Board of Directors,Member of the Board of Directors,Board Member,Board Member,Eric Elzvik,Sweden (predicted),1960,Business,Male,
Volvo Group,Board of Directors,Member of the Board of Directors,Board Member,Board Member,Martha Finn Brooks,USA (predicted),1959,"Humanities, Business",Female,
Volvo Group,Board of Directors,Chairman of the Volvo CE Transformation Committee,Chair,Chair,Kurt Jofs,Sweden (predicted),1958,Engineering,Male,
Volvo Group,Board of Directors,President and CEO,CEO,CEO,Martin Lundstedt,Sweden (predicted),1967,Engineering,Male,
Volvo Group,Board of Directors,Member of the Board of Directors,Board Member,Board Member,Kathryn V. Marinello,USA (predicted),1956,Business,Female,
Volvo Group,Board of Directors,Member of the Board of Directors,Board Member,Board Member,Martina Merz,Germany (predicted),1963,Business,Female,
Volvo Group,Board of Directors,Member of the Board of Directors,Board Member,Board Member,Helena Stjernholm,Sweden (predicted),1970,Business,Female,
Volvo Group,Executive Management,President and CEO,CEO,CEO,Martin Lundstedt,Sweden (predicted),1967,Engineering,Male,
Volvo Group,Executive Management,"Executive VP Volvo Group, President Volvo Trucks",Business Unit Head,Other: Operations,Roger Alm,Sweden (predicted),1962,"Engineering, Business",Male,
Volvo Group,Executive Management,"Executive VP Group Legal & Compliance, General Counsel",Support Function,Legal Affairs,Nina Aresund,Sweden (predicted),1974,Law,Female,
Volvo Group,Executive Management,Executive VP Group Finance and CFO,Support Function,Finance,Mats Backman,Sweden (predicted),1968,Business,Male,
Volvo Group,Executive Management,"Executive VP Volvo Group, President Renault Trucks",Business Unit Head,Other: Operations,Bruno Blin,France (predicted),1963,Business,Male,
Volvo Group,Executive Management,"Executive VP Volvo Group Trucks Purchasing, Chief Purchasing Officer for Volvo Group",Support Function,Other: Purchasing,Andrea Fuder,Germany (predicted),1967,"Engineering, Business",Female,
Volvo Group,Executive Management,Executive VP Group Trucks Operations,Support Function,Other: Operations,Jens Holtinger,Sweden (predicted),1970,Engineering,Male,
Volvo Group,Executive Management,"Executive VP Volvo Group, President Volvo Construction Equipment",Business Unit Head,Other: Operations,Melker Jernberg,Sweden (predicted),1968,Engineering,Male,
Volvo Group,Executive Management,Executive VP Group People & Culture,Support Function,Human Resources,Diana Niu,China (predicted),1966,Business,Female,
Volvo Group,Executive Management,"Executive VP, Chief Digital Officer",Support Function,Innovation,Scott Rafkin,USA (predicted),1969,Business,Male,
Volvo Group,Executive Management,"Executive VP Volvo Group, President Mack Trucks",Business Unit Head,Other: Operations,Stephen Roy,USA (predicted),1963,"Sciences, Business",Male,
Volvo Group,Executive Management,"Executive VP Group Trucks Technology, Chief Technology Officer",Support Function,Innovation,Lars Stenqvist,Sweden (predicted),1967,Engineering,Male,
Volvo Group,Executive Management,Executive VP Group Communication,Support Function,Comms and Marketing,Kina Wileke,Sweden (predicted),1974,Humanities,Female,
Wallenstam AB,Board of Directors,Chairman of the Board of Directors,Chair,Chair,Lars-Åke Bokenberger,Sweden (predicted),1968,Business,Male,
Wallenstam AB,Board of Directors,Vice Chairman,Vice Chair,Vice Chair,Karin Mattsson,Sweden (predicted),1972,"Humanities, Human Resources",Female,
Wallenstam AB,Board of Directors,Board Member,Board Member,Board Member,Anders Berntsson,Sweden (predicted),1954,Law,Male,
Wallenstam AB,Board of Directors,Board Member,Board Member,Board Member,Agneta Wallenstam,Sweden (predicted),1952,"Other: Theology, Anthropology",Female,
Wallenstam AB,Board of Directors,Board Member,Board Member,Board Member,Mikael Söderlund,Sweden (predicted),1965,Humanities,Male,
Wallenstam AB,Executive Management,CEO,CEO,CEO,Hans Wallenstam,Sweden (predicted),1961,Business,Male,
Wallenstam AB,Executive Management,"Vice CEO, Regional Director Stockholm & Uppsala",Business Unit Head,Other: Operations,Mathias Aronsson,Sweden (predicted),1972,N/A,Male,
Wallenstam AB,Executive Management,Regional Director Gothenburg,Business Unit Head,Other: Operations,Marina Fritsche,Sweden (predicted),1967,Engineering,Female,
Wallenstam AB,Executive Management,CFO and Head of Investor Relations,Support Function,Finance,Susann Linde,Sweden (predicted),1979,Business,Female,
Wallenstam AB,Executive Management,Communications Director,Support Function,Comms and Marketing,Elisabeth Vansvik,Sweden (predicted),1970,Humanities,Female,
